               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 164,              2.2248,              1.3286,              1.5043,             0.88928,             0.86358,             0.92197,             0.49889,                   0,                   0,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,              2.1928,               1.302,              1.4921,             0.88677,             0.86599,             0.92247,             0.49881,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                 166,              2.1808,              1.2961,              1.4864,             0.88892,             0.86438,             0.92075,             0.49919,                   0,                   0,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,              2.1795,              1.2929,              1.4938,             0.88969,             0.86458,             0.92163,             0.50003,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                 168,              2.1789,              1.2943,              1.4998,             0.89002,             0.86421,             0.92177,             0.50016,                   0,                   0,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,              2.2077,              1.3251,              1.5096,             0.89026,             0.86466,             0.92253,              0.5001,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                 170,              2.1819,              1.2957,              1.4953,             0.89117,             0.86525,             0.92367,              0.5007,                   0,                   0,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,              2.1836,              1.3063,              1.5008,             0.89015,              0.8648,             0.92298,             0.50091,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                 172,              2.1829,              1.2943,              1.4907,             0.89028,             0.86611,             0.92279,             0.50055,                   0,                   0,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,              2.1733,              1.2977,              1.4978,             0.89181,             0.86511,             0.92297,             0.50054,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 174,              2.1828,              1.2853,              1.4931,             0.89311,             0.86486,             0.92408,              0.5013,                   0,                   0,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,              2.1848,              1.3006,              1.5067,             0.89187,             0.86608,             0.92475,             0.50085,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 176,              2.1903,              1.3026,                 1.5,             0.89266,             0.86536,             0.92377,              0.5007,                   0,                   0,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,              2.1668,               1.298,              1.4886,             0.89254,              0.8666,             0.92455,             0.50086,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 178,              2.1783,              1.2904,              1.4938,             0.89184,             0.86674,              0.9242,             0.50083,                   0,                   0,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,              2.1561,              1.2725,              1.4881,             0.89326,             0.86573,             0.92369,             0.50125,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 180,              2.1557,              1.2757,              1.4931,             0.89276,             0.86662,              0.9234,             0.50162,                   0,                   0,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,              2.1676,               1.281,              1.4894,             0.89372,             0.86697,             0.92452,             0.50191,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 182,              2.1677,              1.2828,              1.4867,             0.89369,             0.86612,             0.92424,              0.5018,                   0,                   0,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,                2.15,              1.2694,              1.4848,             0.89259,             0.86708,             0.92414,              0.5026,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 184,              2.1568,              1.2771,              1.4828,             0.89428,             0.86411,             0.92369,               0.502,                   0,                   0,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,              2.1582,              1.2799,              1.4855,             0.89395,               0.865,             0.92393,             0.50228,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 186,               2.159,               1.275,              1.4796,             0.89712,             0.86342,             0.92417,              0.5027,                   0,                   0,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,              2.1603,               1.281,              1.4871,             0.89609,             0.86433,             0.92369,             0.50267,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 188,              2.1571,              1.2705,              1.4774,             0.89525,             0.86489,              0.9234,             0.50301,                   0,                   0,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,              2.1605,              1.2764,              1.4809,             0.89543,             0.86423,             0.92334,             0.50367,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 190,              2.1637,              1.2851,               1.488,             0.89565,             0.86385,             0.92369,             0.50343,                   0,                   0,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,              2.1395,              1.2555,              1.4695,             0.89435,              0.8641,             0.92354,             0.50343,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 192,              2.1555,              1.2595,              1.4691,             0.89548,             0.86365,             0.92363,             0.50387,                   0,                   0,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,              2.1441,              1.2637,              1.4869,             0.89648,             0.86328,             0.92375,             0.50455,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 194,              2.1383,              1.2547,              1.4799,             0.89637,             0.86308,              0.9236,             0.50467,                   0,                   0,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,              2.1426,              1.2539,              1.4715,             0.89682,             0.86404,             0.92339,             0.50483,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                 196,              2.1511,              1.2605,               1.479,              0.8958,              0.8637,             0.92333,             0.50504,                   0,                   0,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,              2.1457,              1.2562,              1.4777,             0.89565,             0.86471,             0.92385,             0.50457,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                 198,              2.1316,              1.2539,              1.4804,              0.8963,             0.86476,             0.92377,             0.50499,                   0,                   0,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,              2.1433,              1.2651,              1.4644,             0.89628,             0.86424,             0.92361,             0.50536,                   0,                   0,                   0,            0.000199,            0.000199,            0.000199
